247680031,29547031
29547031,296242292
29547031,247680031
296242292,29547031
2413358,2162704410
2162704410,1855465354
2162704410,2413358
1855465354,2162704410
791331385,1771605809
1771605809,252638423
1771605809,791331385
252638423,1771605809
1564047739,506830
506830,6000038917
6000038917,506831
506831,1564047738
1564047738,1564047799
1564047799,6000024280
6000024280,506832
506830,1564047739
6000038917,506830
506831,6000038917
1564047738,506831
1564047799,1564047738
6000024280,1564047799
506832,6000024280
4740283356,4740283357
4740283357,664184
4740283357,4740283356
664184,4740283357
1564047737,506750
506750,21141339
21141339,6000024278
6000024278,1564047809
1564047809,506751
506750,1564047737
21141339,506750
6000024278,21141339
1564047809,6000024278
506751,1564047809
506692,4740121717
4740121717,2542029206
2542029206,506693
506693,506694
506694,506695
506695,2542029203
2542029203,506696
506696,2542029202
2542029202,671685615
4740121717,506692
2542029206,4740121717
506693,2542029206
506694,506693
506695,506694
2542029203,506695
506696,2542029203
2542029202,506696
671685615,2542029202
506935,4740121823
4740121823,6781307144
6781307144,4740121707
4740121707,506852
4740121823,506935
6781307144,4740121823
4740121707,6781307144
506852,4740121707
31190949,463657647
463657647,31190949
21723719,21723184
21723184,5114687488
5114687488,5114687489
5114687489,21723868
21723868,5114687490
5114687490,21723704
21723704,5114687491
5114687491,21723512
21723512,5114687492
5114687492,5114687493
5114687493,21723288
21723288,5114687494
5114687494,5114687495
5114687495,21723711
21723711,21723577
21723184,21723719
5114687488,21723184
5114687489,5114687488
21723868,5114687489
5114687490,21723868
21723704,5114687490
5114687491,21723704
21723512,5114687491
5114687492,21723512
5114687493,5114687492
21723288,5114687493
5114687494,21723288
5114687495,5114687494
21723711,5114687495
21723577,21723711
21723029,7046577411
7046577411,3873415540
3873415540,7046577410
7046577410,21723813
21723813,7046577409
7046577409,6837842320
6837842320,7046577408
7046577408,7046577407
7046577407,7200216289
7200216289,2844384048
2844384048,7046577406
7046577406,7046577405
7046577405,658946776
658946776,2623687041
2623687041,21723732
21723732,7046577404
7046577404,7046577403
7046577403,7046577402
7046577402,267880430
7046577411,21723029
3873415540,7046577411
7046577410,3873415540
21723813,7046577410
7046577409,21723813
6837842320,7046577409
7046577408,6837842320
7046577407,7046577408
7200216289,7046577407
2844384048,7200216289
7046577406,2844384048
7046577405,7046577406
658946776,7046577405
2623687041,658946776
21723732,2623687041
7046577404,21723732
7046577403,7046577404
7046577402,7046577403
267880430,7046577402
21723393,6767595711
6767595711,1934739209
6767595711,21723393
1934739209,6767595711
21723354,7046577389
7046577389,7046577390
7046577390,7046577391
7046577391,21723093
7046577389,21723354
7046577390,7046577389
7046577391,7046577390
21723093,7046577391
2412670,6000038908
6000038908,1564047813
1564047813,2413177
2413177,1564047827
1564047827,6000038907
6000038907,1564047779
1564047779,2413129
2413129,6000038906
6000038906,1564047749
1564047749,1564047815
1564047815,2413267
2413267,6000038905
6000038905,1564047825
1564047825,2413187
2413187,1564047836
1564047836,6000038904
6000038904,1564047834
1564047834,2413330
6000038908,2412670
1564047813,6000038908
2413177,1564047813
1564047827,2413177
6000038907,1564047827
1564047779,6000038907
2413129,1564047779
6000038906,2413129
1564047749,6000038906
1564047815,1564047749
2413267,1564047815
6000038905,2413267
1564047825,6000038905
2413187,1564047825
1564047836,2413187
6000038904,1564047836
1564047834,6000038904
2413330,1564047834
488499,488500
488500,21140699
21140699,488501
488501,488502
488502,488503
488503,1564047780
1564047780,1564047781
1564047781,488504
488500,488499
21140699,488500
488501,21140699
488502,488501
488503,488502
1564047780,488503
1564047781,1564047780
488504,1564047781
2412641,1564047807
1564047807,6000038886
6000038886,1564047725
1564047725,2412843
1564047807,2412641
6000038886,1564047807
1564047725,6000038886
2412843,1564047725
8033684,391041219
391041219,391041218
391041218,1094423142
1094423142,1094423148
1094423148,1094423150
1094423150,8033686
8033686,1094423145
1094423145,877577787
877577787,391041222
391041222,8033689
8033689,391041223
391041223,2492999372
2492999372,8033693
8033693,1094423151
1094423151,2492999380
2492999380,877577789
877577789,2492999385
391041219,8033684
391041218,391041219
1094423142,391041218
1094423148,1094423142
1094423150,1094423148
8033686,1094423150
1094423145,8033686
877577787,1094423145
391041222,877577787
8033689,391041222
391041223,8033689
2492999372,391041223
8033693,2492999372
1094423151,8033693
2492999380,1094423151
877577789,2492999380
2492999385,877577789
8023956,8023957
8023957,8023956
2840410420,2840410426
2840410426,2840410429
2840410429,2840410433
2840410433,2840410436
2840410436,2492999396
2492999396,2840410439
2840410439,2840410442
2840410442,2840410446
2840410446,3414521327
3414521327,3414521328
3414521328,3414521329
3414521329,3414521326
3414521326,2492999415
2492999415,1585920990
1585920990,2492999416
2492999416,8023951
8023951,2492999414
2492999414,2492999413
2492999413,8023953
8023953,2492999410
2492999410,2492999405
2492999405,8023955
8023955,8023956
2840410426,2840410420
2840410429,2840410426
2840410433,2840410429
2840410436,2840410433
2492999396,2840410436
2840410439,2492999396
2840410442,2840410439
2840410446,2840410442
3414521327,2840410446
3414521328,3414521327
3414521329,3414521328
3414521326,3414521329
2492999415,3414521326
1585920990,2492999415
2492999416,1585920990
8023951,2492999416
2492999414,8023951
2492999413,2492999414
8023953,2492999413
2492999410,8023953
2492999405,2492999410
8023955,2492999405
8023956,8023955
24639310,1705746057
1705746057,24639311
24639311,1705746058
1705746058,24639332
24639332,24639335
24639335,1705746069
1705746069,24639337
24639337,1705746073
1705746073,24639302
24639302,1705746074
1705746074,24639304
24639304,1705746071
1705746071,24639307
24639307,1705746062
1705746062,24639309
24639309,1705746059
1705746059,24639310
1705746057,24639310
24639311,1705746057
1705746058,24639311
24639332,1705746058
24639335,24639332
1705746069,24639335
24639337,1705746069
1705746073,24639337
24639302,1705746073
1705746074,24639302
24639304,1705746074
1705746071,24639304
24639307,1705746071
1705746062,24639307
24639309,1705746062
1705746059,24639309
24639310,1705746059
24639362,766136434
766136434,4555828331
4555828331,24639368
24639368,4556157446
4556157446,766138759
766138759,24639370
24639370,865310151
865310151,24639373
24639373,766138763
766138763,24639376
24639376,6953790865
6953790865,765948253
765948253,764076854
764076854,811549781
811549781,811549779
811549779,24639280
766136434,24639362
4555828331,766136434
24639368,4555828331
4556157446,24639368
766138759,4556157446
24639370,766138759
865310151,24639370
24639373,865310151
766138763,24639373
24639376,766138763
6953790865,24639376
765948253,6953790865
764076854,765948253
811549781,764076854
811549779,811549781
24639280,811549779
24639472,4030023663
4030023663,5895919017
5895919017,4030023664
4030023664,5895919016
5895919016,4030023666
4030023666,5895919015
5895919015,4030023668
4030023668,5895919014
5895919014,4030023670
4030023670,5895919013
5895919013,24639484
24639484,5161764860
5161764860,5161764861
5161764861,24639487
4030023663,24639472
5895919017,4030023663
4030023664,5895919017
5895919016,4030023664
4030023666,5895919016
5895919015,4030023666
4030023668,5895919015
5895919014,4030023668
4030023670,5895919014
5895919013,4030023670
24639484,5895919013
5161764860,24639484
5161764861,5161764860
24639487,5161764861
613185828,2387085
2387085,5895919003
5895919003,4030023678
4030023678,5895919004
5895919004,4030023679
4030023679,5895919005
5895919005,4030023677
4030023677,5895919006
5895919006,4030023676
4030023676,5895919007
5895919007,4030023675
4030023675,5895919008
5895919008,2387090
2387090,5895919009
5895919009,4030023674
4030023674,5895919010
5895919010,4030023673
4030023673,5895919011
5895919011,4030023672
4030023672,5895919012
5895919012,2387094
2387094,5161764859
5161764859,16463003
2387085,613185828
5895919003,2387085
4030023678,5895919003
5895919004,4030023678
4030023679,5895919004
5895919005,4030023679
4030023677,5895919005
5895919006,4030023677
4030023676,5895919006
5895919007,4030023676
4030023675,5895919007
5895919008,4030023675
2387090,5895919008
5895919009,2387090
4030023674,5895919009
5895919010,4030023674
4030023673,5895919010
5895919011,4030023673
4030023672,5895919011
5895919012,4030023672
2387094,5895919012
5161764859,2387094
16463003,5161764859
24674817,3040212023
3040212023,24674868
24674868,3493200300
3493200300,24674871
3040212023,24674817
24674868,3040212023
3493200300,24674868
24674871,3493200300
24911613,1278734607
1278734607,3132871980
3132871980,4592637837
4592637837,4592637826
4592637826,658546669
658546669,7619477612
7619477612,24911616
24911616,4592637820
4592637820,4592637819
4592637819,266003523
1278734607,24911613
3132871980,1278734607
4592637837,3132871980
4592637826,4592637837
658546669,4592637826
7619477612,658546669
24911616,7619477612
4592637820,24911616
4592637819,4592637820
266003523,4592637819
20113731,805270742
805270742,791331378
805270742,20113731
791331378,805270742
21723768,4737178505
4737178505,21723171
4737178505,21723768
21723171,4737178505
507719,1411485153
1411485153,507695
507695,4737193428
4737193428,5994639398
5994639398,4737193427
