247680031,8.3062256,50.0525371
29547031,8.3050800,50.0519664
296242292,8.3040302,50.0514573
2413358,8.2403860,50.0715871
2162704410,8.2402909,50.0715860
1855465354,8.2397469,50.0715764
791331385,8.2781968,50.0875758
1771605809,8.2779242,50.0872144
252638423,8.2778277,50.0870851
1564047739,8.3393063,49.9823129
506830,8.3397065,49.9823374
6000038917,8.3400848,49.9823578
506831,8.3404473,49.9823612
1564047738,8.3408963,49.9823533
1564047799,8.3412503,49.9823400
6000024280,8.3415976,49.9823198
506832,8.3420853,49.9822798
4740283356,8.3749074,49.9735035
4740283357,8.3736904,49.9735994
664184,8.3723643,49.9737201
1564047737,8.3441744,49.9819466
506750,8.3439781,49.9820007
21141339,8.3435542,49.9821167
6000024278,8.3432552,49.9821888
1564047809,8.3428970,49.9822688
506751,8.3425115,49.9823341
506692,8.2947463,49.9729985
4740121717,8.2954183,49.9727644
2542029206,8.2958607,49.9726008
506693,8.2970083,49.9721727
506694,8.2982941,49.9716841
506695,8.2995527,49.9712548
2542029203,8.3003044,49.9710207
506696,8.3010011,49.9708321
2542029202,8.3017095,49.9706650
671685615,8.3027984,49.9704477
506935,8.3175546,49.9725178
4740121823,8.3167070,49.9721139
6781307144,8.3162105,49.9719031
4740121707,8.3158925,49.9717732
506852,8.3153523,49.9715694
31190949,8.2499444,50.0666913
463657647,8.2501090,50.0667313
21723719,8.2841799,50.0597684
21723184,8.2844157,50.0594478
5114687488,8.2845002,50.0593264
5114687489,8.2845552,50.0591986
21723868,8.2846081,50.0590484
5114687490,8.2846178,50.0589051
21723704,8.2846144,50.0587736
5114687491,8.2845932,50.0586348
21723512,8.2844961,50.0581934
5114687492,8.2844794,50.0580820
5114687493,8.2844737,50.0579578
21723288,8.2844839,50.0578343
5114687494,8.2845078,50.0577118
5114687495,8.2845514,50.0575974
21723711,8.2846117,50.0574879
21723577,8.2847529,50.0573302
21723029,8.2643889,50.1033335
7046577411,8.2645163,50.1033585
3873415540,8.2646132,50.1033702
7046577410,8.2646906,50.1033817
21723813,8.2647567,50.1034003
7046577409,8.2648301,50.1034376
6837842320,8.2650696,50.1036007
7046577408,8.2652727,50.1037163
7046577407,8.2654604,50.1038144
7200216289,8.2658893,50.1040190
2844384048,8.2660096,50.1040764
7046577406,8.2661524,50.1041524
7046577405,8.2663925,50.1042943
658946776,8.2668300,50.1045614
2623687041,8.2669054,50.1046032
21723732,8.2670323,50.1046792
7046577404,8.2671636,50.1047451
7046577403,8.2672749,50.1047932
7046577402,8.2673970,50.1048380
267880430,8.2675491,50.1048826
21723393,8.2816733,50.0112421
6767595711,8.2817323,50.0113247
1934739209,8.2817787,50.0114293
21723354,8.2688505,50.1062225
7046577389,8.2687931,50.1062322
7046577390,8.2687337,50.1062325
7046577391,8.2686760,50.1062236
21723093,8.2686235,50.1062060
2412670,8.3434212,49.9817631
6000038908,8.3435181,49.9816662
1564047813,8.3435792,49.9815717
2413177,8.3436136,49.9814813
1564047827,8.3436329,49.9813742
6000038907,8.3436227,49.9812626
1564047779,8.3435796,49.9811389
2413129,8.3434985,49.9810256
6000038906,8.3433813,49.9809314
1564047749,8.3432674,49.9808544
1564047815,8.3431258,49.9807845
2413267,8.3429821,49.9807360
6000038905,8.3427966,49.9806934
1564047825,8.3425952,49.9806654
2413187,8.3424033,49.9806605
1564047836,8.3421993,49.9806689
6000038904,8.3419409,49.9806934
1564047834,8.3417487,49.9807223
2413330,8.3414152,49.9807853
488499,8.3387961,49.9883984
488500,8.3385505,49.9881204
21140699,8.3383372,49.9877357
488501,8.3381130,49.9872792
488502,8.3379829,49.9869827
488503,8.3378630,49.9866524
1564047780,8.3377709,49.9863196
1564047781,8.3377013,49.9859996
488504,8.3376527,49.9855547
2412641,8.3385974,49.9826224
1564047807,8.3386722,49.9824845
6000038886,8.3387558,49.9823486
1564047725,8.3388481,49.9822152
2412843,8.3389490,49.9820843
8033684,8.2364058,49.9620730
391041219,8.2366019,49.9621734
391041218,8.2367585,49.9622711
1094423142,8.2369577,49.9624011
1094423148,8.2371307,49.9625062
1094423150,8.2373088,49.9626129
8033686,8.2374722,49.9626944
1094423145,8.2377273,49.9627933
877577787,8.2380752,49.9628849
391041222,8.2409557,49.9635983
8033689,8.2411506,49.9636785
391041223,8.2413571,49.9637982
2492999372,8.2417024,49.9640911
8033693,8.2418118,49.9641891
1094423151,8.2419861,49.9643005
2492999380,8.2422009,49.9643891
877577789,8.2424477,49.9644575
2492999385,8.2429190,49.9645276
8023956,8.2396129,49.9648632
8023957,8.2383890,49.9638864
2840410420,8.2381649,49.9646070
2840410426,8.2378534,49.9646316
2840410429,8.2377669,49.9646560
2840410433,8.2376841,49.9647156
2840410436,8.2376439,49.9647825
2492999396,8.2376320,49.9648481
2840410439,8.2376346,49.9649148
2840410442,8.2376730,49.9649962
2840410446,8.2377629,49.9650656
3414521327,8.2378578,49.9651207
3414521328,8.2379934,49.9651595
3414521329,8.2383960,49.9652523
